sel_phenotype,biomolecular,co_phenotype,institution,# of shared individuals,# of shared significant biomolecules (adjusted),co_phecode,shared_biomolecules,p_value
Alzheimer's disease,Total lipids in small VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesteryl esters in small HDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Triglycerides in very small VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesterol in small HDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesteryl esters in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Concentration of large VLDL particles,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Triglycerides in large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Phospholipids in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesterol in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Total lipids in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesterol in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Free cholesterol in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Triglycerides in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Cholesteryl esters in very large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Concentration of very large VLDL particles,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Total lipids in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Triglycerides in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Concentration of chylomicrons and extremely large VLDL particles,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Phospholipids in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Free cholesterol in chylomicrons and extremely large VLDL,Congenital anomalies of great vessels,ukb,2,78,747.13,78,0.18669623059867
Alzheimer's disease,Protein MENT,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Sorting nexin-7,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Apolipoprotein B,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cytoskeleton-associated protein 2,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Beta-soluble NSF attachment protein,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Tumor protein p53-inducible protein 11,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Selenoprotein S,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Deoxycytidine kinase,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Uncharacterized protein C14orf93,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Inactive gamma-glutamyltranspeptidase 2,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Stromal interaction molecule 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Dermokine,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Glutathione S-transferase Mu 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Zinc finger protein 276,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,14-3-3 protein epsilon,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Apolipoprotein E,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Proteasome activator complex subunit 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Platelet-activating factor acetylhydrolase,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Protein CEI,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Nuclear receptor-binding protein,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Moesin,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,TOMM20-like protein 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cardiotrophin-1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Pregnancy-specific beta-1-glycoprotein 5,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Carboxypeptidase E,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Epididymal-specific lipocalin-10,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total lipids in very small VLDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in small HDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total lipids in large LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Average diameter for LDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Concentration of small LDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Free cholesterol in very small VLDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total cholines,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phospholipids in IDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in IDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,LDL cholesterol,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phospholipids in small LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Free cholesterol in small LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in very small VLDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Concentration of very small VLDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total lipids in IDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total lipids in small LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Free cholesterol in large LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Omega-6 fatty acids,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Concentration of IDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Polyunsaturated fatty acids,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Concentration of large LDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in IDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Concentration of medium LDL particles,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in very small VLDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Linoleic acid,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Triglycerides in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total cholesterol,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in large LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in small LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in small HDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesteryl esters in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Total lipids in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in large LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Triglycerides in LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phospholipids in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Cholesterol in small LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phospholipids in large LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Free cholesterol in medium LDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phosphoglycerides,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Phospholipids in very small VLDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Free cholesterol in IDL,Hyperlipidemia,vumc,166,74,272.10,74,0.153436807095344
Alzheimer's disease,Protein MENT,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Sorting nexin-7,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Apolipoprotein B,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,DNA-directed RNA polymerases I and III subunit RPAC1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cytoskeleton-associated protein 2,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Beta-soluble NSF attachment protein,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Tumor protein p53-inducible protein 11,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Selenoprotein S,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,ADP-ribosylation factor-like protein 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Deoxycytidine kinase,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Uncharacterized protein C14orf93,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Inactive gamma-glutamyltranspeptidase 2,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Stromal interaction molecule 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Dermokine,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Glutathione S-transferase Mu 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Zinc finger protein 276,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,14-3-3 protein epsilon,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Apolipoprotein E,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Proteasome activator complex subunit 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Platelet-activating factor acetylhydrolase,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Protein CEI,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Nuclear receptor-binding protein,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Moesin,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,TOMM20-like protein 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cardiotrophin-1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Pregnancy-specific beta-1-glycoprotein 5,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Carboxypeptidase E,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Epididymal-specific lipocalin-10,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total lipids in very small VLDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in small HDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total lipids in large LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Average diameter for LDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Concentration of small LDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Free cholesterol in very small VLDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total cholines,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phospholipids in IDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in IDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,LDL cholesterol,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phospholipids in small LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Free cholesterol in small LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in very small VLDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Concentration of very small VLDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total lipids in IDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total lipids in small LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Free cholesterol in large LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Omega-6 fatty acids,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Concentration of IDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Polyunsaturated fatty acids,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Concentration of large LDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in IDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Concentration of medium LDL particles,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in very small VLDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Linoleic acid,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Triglycerides in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total cholesterol,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in large LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in small LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in small HDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesteryl esters in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Total lipids in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in large LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Triglycerides in LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phospholipids in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Cholesterol in small LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phospholipids in large LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Free cholesterol in medium LDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phosphoglycerides,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Phospholipids in very small VLDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,Free cholesterol in IDL,Hypercholesterolemia,vumc,108,73,272.11,73,0.17610248829761
Alzheimer's disease,14-3-3 protein epsilon,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Killer cell immunoglobulin-like receptor 2DL5A,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Moesin,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cardiotrophin-1,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Nuclear receptor-binding protein,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Interleukin-22 receptor subunit alpha-1,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Protein CEI,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,C-reactive protein,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Apolipoprotein B,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,palmitoyl sphingomyelin (d18:1/16:0),Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Omega-3 fatty acids,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Linoleic acid,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Omega-6 fatty acids,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Polyunsaturated fatty acids,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Docosahexaenoic acid,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total esterified cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of large LDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of IDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total fatty acids,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in large LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Saturated fatty acids,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in medium LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phosphatidylcholines,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of medium LDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in large LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in IDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in IDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total free cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in medium LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phosphoglycerides,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in IDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in IDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of small LDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total cholines,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in medium LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,LDL cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in large LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in IDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of very small VLDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,VLDL cholesterol,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in large LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in large LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in medium LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in medium LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Triglycerides in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in medium VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in small LDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Free cholesterol in small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Sphingomyelins,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Total lipids in small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Phospholipids in small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesteryl esters in small HDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Concentration of small VLDL particles,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Triglycerides in very small VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in small HDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Cholesterol in medium VLDL,Cholelithiasis with other cholecystitis,ukb,81,71,574.12,71,0.123675782212368
Alzheimer's disease,Leucine-rich repeat neuronal protein 1,Delirium dementia and amnestic and other cognitive disorders,ukb,349,70,290.00,70,0.241143138704114
